日付,時間,役,順位,名前,得票数
04/21,6,霊,8,まつり,62
04/21,6,霊,9,莉緒,56
04/21,6,霊,10,可憐,55
04/21,7,霊,1,麗花,2138
04/21,7,霊,2,紗代子,2113
04/21,7,霊,3,美也,648
04/21,7,霊,4,瑞希,141
04/21,7,霊,5,杏奈,114
04/21,7,霊,6,琴葉,85
04/21,7,霊,7,ジュリア,75
04/21,7,霊,8,まつり,62
04/21,7,霊,9,莉緒,56
04/21,7,霊,10,可憐,55
04/21,8,霊,1,麗花,2171
04/21,8,霊,2,紗代子,2159
04/21,8,霊,3,美也,662
04/21,8,霊,4,瑞希,142
04/21,8,霊,5,杏奈,115
04/21,8,霊,6,琴葉,86
04/21,8,霊,7,ジュリア,75
04/21,8,霊,8,まつり,62
04/21,8,霊,9,莉緒,56
04/21,8,霊,10,可憐,55
04/21,9,霊,1,麗花,2219
04/21,9,霊,2,紗代子,2192
04/21,9,霊,3,美也,680
04/21,9,霊,4,瑞希,144
04/21,9,霊,5,杏奈,117
04/21,9,霊,6,琴葉,86
04/21,9,霊,7,ジュリア,75
04/21,9,霊,8,まつり,65
04/21,9,霊,9,可憐,59
04/21,9,霊,10,莉緒,58
04/21,10,霊,1,麗花,2247
04/21,10,霊,2,紗代子,2216
04/21,10,霊,3,美也,681
04/21,10,霊,4,瑞希,145
04/21,10,霊,5,杏奈,117
04/21,10,霊,6,琴葉,86
04/21,10,霊,7,ジュリア,75
04/21,10,霊,8,まつり,66
04/21,10,霊,9,可憐,59
04/21,10,霊,10,莉緒,58
04/21,11,霊,1,麗花,2279
04/21,11,霊,2,紗代子,2273
04/21,11,霊,3,美也,685
04/21,11,霊,4,瑞希,145
04/21,11,霊,5,杏奈,118
04/21,11,霊,6,琴葉,86
04/21,11,霊,7,ジュリア,75
04/21,11,霊,8,まつり,66
04/21,11,霊,9,可憐,59
04/21,11,霊,10,莉緒,58
04/21,12,霊,1,麗花,2295
04/21,12,霊,2,紗代子,2295
04/21,12,霊,3,美也,689
04/21,12,霊,4,瑞希,146
04/21,12,霊,5,杏奈,118
04/21,12,霊,6,琴葉,86
04/21,12,霊,7,ジュリア,75
04/21,12,霊,8,まつり,67
04/21,12,霊,9,可憐,59
04/21,12,霊,10,莉緒,58
04/21,13,霊,1,紗代子,2348
04/21,13,霊,2,麗花,2335
04/21,13,霊,3,美也,691
04/21,13,霊,4,瑞希,148
04/21,13,霊,5,杏奈,118
04/21,13,霊,6,琴葉,86
04/21,13,霊,7,ジュリア,75
04/21,13,霊,8,まつり,67
04/21,13,霊,9,可憐,59
04/21,13,霊,10,莉緒,58
04/21,14,霊,1,麗花,2381
04/21,14,霊,2,紗代子,2373
04/21,14,霊,3,美也,697
04/21,14,霊,4,瑞希,149
04/21,14,霊,5,杏奈,119
04/21,14,霊,6,琴葉,92
04/21,14,霊,7,ジュリア,75
04/21,14,霊,8,まつり,67
04/21,14,霊,9,可憐,61
04/21,14,霊,10,莉緒,58
04/21,15,霊,1,麗花,2412
04/21,15,霊,2,紗代子,2390
04/21,15,霊,3,美也,703
04/21,15,霊,4,瑞希,149
04/21,15,霊,5,杏奈,120
04/21,15,霊,6,琴葉,92
04/21,15,霊,7,ジュリア,75
04/21,15,霊,8,まつり,67
04/21,15,霊,9,可憐,62
04/21,15,霊,10,莉緒,58
04/21,16,霊,1,麗花,2425
04/21,16,霊,2,紗代子,2416
04/21,16,霊,3,美也,705
04/21,16,霊,4,瑞希,150
04/21,16,霊,5,杏奈,120
04/21,16,霊,6,琴葉,92
04/21,16,霊,7,ジュリア,75
04/21,16,霊,8,まつり,67
04/21,16,霊,9,可憐,62
04/21,16,霊,10,莉緒,58
04/21,17,霊,1,紗代子,2441
04/21,17,霊,2,麗花,2433
04/21,17,霊,3,美也,705
04/21,17,霊,4,瑞希,150
04/21,17,霊,5,杏奈,120
04/21,17,霊,6,琴葉,92
04/21,17,霊,7,ジュリア,75
04/21,17,霊,8,まつり,67
04/21,17,霊,9,可憐,62
04/21,17,霊,10,莉緒,58
04/21,18,霊,1,麗花,2460
04/21,18,霊,2,紗代子,2447
04/21,18,霊,3,美也,706
04/21,18,霊,4,瑞希,154
04/21,18,霊,5,杏奈,122
04/21,18,霊,6,琴葉,93
04/21,18,霊,7,ジュリア,75
04/21,18,霊,8,まつり,67
04/21,18,霊,9,可憐,62
04/21,18,霊,10,莉緒,58
04/21,19,霊,1,麗花,2486
04/21,19,霊,2,紗代子,2473
04/21,19,霊,3,美也,707
04/21,19,霊,4,瑞希,157
04/21,19,霊,5,杏奈,123
04/21,19,霊,6,琴葉,95
04/21,19,霊,7,ジュリア,75
04/21,19,霊,8,まつり,67
04/21,19,霊,9,可憐,62
04/21,19,霊,10,莉緒,59
04/21,20,霊,1,麗花,2514
04/21,20,霊,2,紗代子,2498
04/21,20,霊,3,美也,714
04/21,20,霊,4,瑞希,157
04/21,20,霊,5,杏奈,123
04/21,20,霊,6,琴葉,95
04/21,20,霊,7,ジュリア,76
04/21,20,霊,8,まつり,67
04/21,20,霊,9,可憐,64
04/21,20,霊,10,莉緒,59
04/21,21,霊,1,麗花,2537
04/21,21,霊,2,紗代子,2524
04/21,21,霊,3,美也,718
04/21,21,霊,4,瑞希,158
04/21,21,霊,5,杏奈,124
04/21,21,霊,6,琴葉,97
04/21,21,霊,7,ジュリア,76
04/21,21,霊,8,まつり,67
04/21,21,霊,9,可憐,64
04/21,21,霊,10,莉緒,59
04/21,22,霊,1,麗花,2561
04/21,22,霊,2,紗代子,2557
04/21,22,霊,3,美也,718
