日付,時間,役,順位,名前,得票数
04/21,12,勇者,7,昴,145
04/21,12,勇者,8,琴葉,126
04/21,12,勇者,9,志保,107
04/21,12,勇者,10,紗代子,94
04/21,13,勇者,1,杏奈,3792
04/21,13,勇者,2,百合子,3701
04/21,13,勇者,3,未来,565
04/21,13,勇者,4,海美,198
04/21,13,勇者,5,静香,197
04/21,13,勇者,6,翼,162
04/21,13,勇者,7,昴,147
04/21,13,勇者,8,琴葉,126
04/21,13,勇者,9,志保,107
04/21,13,勇者,10,紗代子,94
04/21,14,勇者,1,杏奈,3816
04/21,14,勇者,2,百合子,3785
04/21,14,勇者,3,未来,576
04/21,14,勇者,4,海美,205
04/21,14,勇者,5,静香,199
04/21,14,勇者,6,翼,162
04/21,14,勇者,7,昴,148
04/21,14,勇者,8,琴葉,127
04/21,14,勇者,9,志保,107
04/21,14,勇者,10,紗代子,94
04/21,15,勇者,1,杏奈,3865
04/21,15,勇者,2,百合子,3816
04/21,15,勇者,3,未来,580
04/21,15,勇者,4,海美,205
04/21,15,勇者,5,静香,201
04/21,15,勇者,6,翼,164
04/21,15,勇者,7,昴,148
04/21,15,勇者,8,琴葉,127
04/21,15,勇者,9,志保,115
04/21,15,勇者,10,紗代子,94
04/21,16,勇者,1,杏奈,3898
04/21,16,勇者,2,百合子,3864
04/21,16,勇者,3,未来,581
04/21,16,勇者,4,海美,205
04/21,16,勇者,5,静香,201
04/21,16,勇者,6,翼,164
04/21,16,勇者,7,昴,149
04/21,16,勇者,8,琴葉,128
04/21,16,勇者,9,志保,115
04/21,16,勇者,10,紗代子,94
04/21,17,勇者,1,杏奈,3934
04/21,17,勇者,2,百合子,3897
04/21,17,勇者,3,未来,584
04/21,17,勇者,4,海美,206
04/21,17,勇者,5,静香,201
04/21,17,勇者,6,翼,164
04/21,17,勇者,7,昴,149
04/21,17,勇者,8,琴葉,133
04/21,17,勇者,9,志保,115
04/21,17,勇者,10,紗代子,94
04/21,18,勇者,1,杏奈,4001
04/21,18,勇者,2,百合子,3952
04/21,18,勇者,3,未来,587
04/21,18,勇者,4,海美,206
04/21,18,勇者,5,静香,202
04/21,18,勇者,6,翼,168
04/21,18,勇者,7,昴,150
04/21,18,勇者,8,琴葉,133
04/21,18,勇者,9,志保,115
04/21,18,勇者,10,紗代子,94
04/21,19,勇者,1,杏奈,4036
04/21,19,勇者,2,百合子,3989
04/21,19,勇者,3,未来,589
04/21,19,勇者,4,海美,206
04/21,19,勇者,5,静香,202
04/21,19,勇者,6,翼,175
04/21,19,勇者,7,昴,150
04/21,19,勇者,8,琴葉,133
04/21,19,勇者,9,志保,115
04/21,19,勇者,10,紗代子,94
04/21,20,勇者,1,杏奈,4078
04/21,20,勇者,2,百合子,4072
04/21,20,勇者,3,未来,593
04/21,20,勇者,4,海美,209
04/21,20,勇者,5,静香,202
04/21,20,勇者,6,翼,176
04/21,20,勇者,7,昴,152
04/21,20,勇者,8,琴葉,133
04/21,20,勇者,9,志保,125
04/21,20,勇者,10,紗代子,95
04/21,21,勇者,1,杏奈,4169
04/21,21,勇者,2,百合子,4141
04/21,21,勇者,3,未来,599
04/21,21,勇者,4,海美,209
04/21,21,勇者,5,静香,203
04/21,21,勇者,6,翼,177
04/21,21,勇者,7,昴,153
04/21,21,勇者,8,琴葉,133
04/21,21,勇者,9,志保,127
04/21,21,勇者,10,紗代子,96
04/21,22,勇者,1,杏奈,4215
04/21,22,勇者,2,百合子,4193
04/21,22,勇者,3,未来,605
04/21,22,勇者,4,海美,211
04/21,22,勇者,5,静香,203
04/21,22,勇者,6,翼,178
04/21,22,勇者,7,昴,155
04/21,22,勇者,8,琴葉,133
04/21,22,勇者,9,志保,131
04/21,22,勇者,10,紗代子,96
04/21,23,勇者,1,杏奈,4280
04/21,23,勇者,2,百合子,4268
04/21,23,勇者,3,未来,616
04/21,23,勇者,4,海美,212
04/21,23,勇者,5,静香,203
04/21,23,勇者,6,翼,187
04/21,23,勇者,7,昴,157
04/21,23,勇者,8,琴葉,136
04/21,23,勇者,9,志保,132
04/21,23,勇者,10,紗代子,98
04/22,0,勇者,1,百合子,4366
04/22,0,勇者,2,杏奈,4345
04/22,0,勇者,3,未来,617
04/22,0,勇者,4,海美,213
04/22,0,勇者,5,静香,204
04/22,0,勇者,6,翼,187
04/22,0,勇者,7,昴,171
04/22,0,勇者,8,琴葉,141
04/22,0,勇者,9,志保,132
04/22,0,勇者,10,紗代子,98
04/22,1,勇者,1,杏奈,4711
04/22,1,勇者,2,百合子,4681
04/22,1,勇者,3,未来,628
04/22,1,勇者,4,海美,220
04/22,1,勇者,5,静香,205
04/22,1,勇者,6,翼,196
04/22,1,勇者,7,昴,183
04/22,1,勇者,8,琴葉,159
04/22,1,勇者,9,志保,134
04/22,1,勇者,10,紗代子,101
04/22,2,勇者,1,杏奈,4810
04/22,2,勇者,2,百合子,4782
04/22,2,勇者,3,未来,637
04/22,2,勇者,4,海美,220
04/22,2,勇者,5,静香,210
04/22,2,勇者,6,翼,198
04/22,2,勇者,7,昴,186
04/22,2,勇者,8,琴葉,161
04/22,2,勇者,9,志保,134
04/22,2,勇者,10,紗代子,101
04/22,3,勇者,1,杏奈,4860
04/22,3,勇者,2,百合子,4833
04/22,3,勇者,3,未来,640
04/22,3,勇者,4,海美,220
04/22,3,勇者,5,静香,211
04/22,3,勇者,6,翼,198
04/22,3,勇者,7,昴,186
04/22,3,勇者,8,琴葉,161
04/22,3,勇者,9,志保,134
04/22,3,勇者,10,紗代子,101
04/22,4,勇者,1,杏奈,4910
04/22,4,勇者,2,百合子,4864
04/22,4,勇者,3,未来,645
04/22,4,勇者,4,海美,222
04/22,4,勇者,5,静香,211
04/22,4,勇者,6,翼,199
04/22,4,勇者,7,昴,187
04/22,4,勇者,8,琴葉,162
04/22,4,勇者,9,志保,134
04/22,4,勇者,10,紗代子,101
04/22,5,勇者,1,杏奈,4925
04/22,5,勇者,2,百合子,4902
04/22,5,勇者,3,未来,645
