日付,時間,役,順位,名前,得票数
04/20,7,風来坊,8,静香,158
04/20,7,風来坊,9,未来,153
04/20,7,風来坊,10,このみ,135
04/20,8,風来坊,1,ジュリア,1301
04/20,8,風来坊,2,翼,516
04/20,8,風来坊,3,杏奈,435
04/20,8,風来坊,4,昴,289
04/20,8,風来坊,5,奈緒,279
04/20,8,風来坊,6,瑞希,237
04/20,8,風来坊,7,恵美,183
04/20,8,風来坊,8,静香,165
04/20,8,風来坊,9,未来,155
04/20,8,風来坊,10,このみ,135
04/20,9,風来坊,1,ジュリア,1333
04/20,9,風来坊,2,翼,535
04/20,9,風来坊,3,杏奈,436
04/20,9,風来坊,4,昴,293
04/20,9,風来坊,5,奈緒,281
04/20,9,風来坊,6,瑞希,239
04/20,9,風来坊,7,恵美,188
04/20,9,風来坊,8,静香,167
04/20,9,風来坊,9,未来,155
04/20,9,風来坊,10,このみ,135
04/20,10,風来坊,1,ジュリア,1351
04/20,10,風来坊,2,翼,563
04/20,10,風来坊,3,杏奈,442
04/20,10,風来坊,4,昴,293
04/20,10,風来坊,5,奈緒,286
04/20,10,風来坊,6,瑞希,239
04/20,10,風来坊,7,恵美,190
04/20,10,風来坊,8,静香,168
04/20,10,風来坊,9,未来,158
04/20,10,風来坊,10,このみ,136
04/20,11,風来坊,1,ジュリア,1381
04/20,11,風来坊,2,翼,564
04/20,11,風来坊,3,杏奈,443
04/20,11,風来坊,4,昴,294
04/20,11,風来坊,5,奈緒,292
04/20,11,風来坊,6,瑞希,240
04/20,11,風来坊,7,恵美,191
04/20,11,風来坊,8,静香,168
04/20,11,風来坊,9,未来,158
04/20,11,風来坊,10,星梨花,139
04/20,12,風来坊,1,ジュリア,1414
04/20,12,風来坊,2,翼,578
04/20,12,風来坊,3,杏奈,447
04/20,12,風来坊,4,奈緒,300
04/20,12,風来坊,5,昴,296
04/20,12,風来坊,6,瑞希,241
04/20,12,風来坊,7,恵美,191
04/20,12,風来坊,8,静香,168
04/20,12,風来坊,9,未来,161
04/20,12,風来坊,10,星梨花,139
04/20,13,風来坊,1,ジュリア,1428
04/20,13,風来坊,2,翼,581
04/20,13,風来坊,3,杏奈,452
04/20,13,風来坊,4,昴,302
04/20,13,風来坊,5,奈緒,300
04/20,13,風来坊,6,瑞希,245
04/20,13,風来坊,7,恵美,192
04/20,13,風来坊,8,静香,169
04/20,13,風来坊,9,未来,161
04/20,13,風来坊,10,星梨花,140
04/20,14,風来坊,1,ジュリア,1437
04/20,14,風来坊,2,翼,596
04/20,14,風来坊,3,杏奈,453
04/20,14,風来坊,4,昴,302
04/20,14,風来坊,5,奈緒,300
04/20,14,風来坊,6,瑞希,248
04/20,14,風来坊,7,恵美,196
04/20,14,風来坊,8,静香,174
04/20,14,風来坊,9,未来,161
04/20,14,風来坊,10,星梨花,140
04/20,15,風来坊,1,ジュリア,1449
04/20,15,風来坊,2,翼,609
04/20,15,風来坊,3,杏奈,454
04/20,15,風来坊,4,昴,302
04/20,15,風来坊,5,奈緒,300
04/20,15,風来坊,6,瑞希,251
04/20,15,風来坊,7,恵美,196
04/20,15,風来坊,8,静香,174
04/20,15,風来坊,9,未来,161
04/20,15,風来坊,10,星梨花,141
04/20,16,風来坊,1,ジュリア,1462
04/20,16,風来坊,2,翼,613
04/20,16,風来坊,3,杏奈,455
04/20,16,風来坊,4,昴,302
04/20,16,風来坊,5,奈緒,302
04/20,16,風来坊,6,瑞希,251
04/20,16,風来坊,7,恵美,199
04/20,16,風来坊,8,静香,174
04/20,16,風来坊,9,未来,161
04/20,16,風来坊,10,星梨花,143
04/20,17,風来坊,1,ジュリア,1475
