日付,時間,役,順位,名前,得票数
04/21,9,お嬢,8,まつり,249
04/21,9,お嬢,9,紗代子,160
04/21,9,お嬢,10,志保,150
04/21,10,お嬢,1,桃子,2033
04/21,10,お嬢,2,千鶴,1409
04/21,10,お嬢,3,エミリー,928
04/21,10,お嬢,4,静香,799
04/21,10,お嬢,5,星梨花,465
04/21,10,お嬢,6,琴葉,336
04/21,10,お嬢,7,昴,336
04/21,10,お嬢,8,まつり,249
04/21,10,お嬢,9,紗代子,161
04/21,10,お嬢,10,志保,150
04/21,11,お嬢,1,桃子,2058
04/21,11,お嬢,2,千鶴,1419
04/21,11,お嬢,3,エミリー,935
04/21,11,お嬢,4,静香,816
04/21,11,お嬢,5,星梨花,466
04/21,11,お嬢,6,昴,355
04/21,11,お嬢,7,琴葉,337
04/21,11,お嬢,8,まつり,249
04/21,11,お嬢,9,紗代子,161
04/21,11,お嬢,10,志保,151
04/21,12,お嬢,1,桃子,2073
04/21,12,お嬢,2,千鶴,1435
04/21,12,お嬢,3,エミリー,946
04/21,12,お嬢,4,静香,819
04/21,12,お嬢,5,星梨花,472
04/21,12,お嬢,6,昴,359
04/21,12,お嬢,7,琴葉,338
04/21,12,お嬢,8,まつり,249
04/21,12,お嬢,9,紗代子,162
04/21,12,お嬢,10,志保,151
04/21,13,お嬢,1,桃子,2100
04/21,13,お嬢,2,千鶴,1452
04/21,13,お嬢,3,エミリー,958
04/21,13,お嬢,4,静香,831
04/21,13,お嬢,5,星梨花,473
04/21,13,お嬢,6,昴,381
04/21,13,お嬢,7,琴葉,338
04/21,13,お嬢,8,まつり,254
04/21,13,お嬢,9,紗代子,163
04/21,13,お嬢,10,志保,151
04/21,14,お嬢,1,桃子,2137
04/21,14,お嬢,2,千鶴,1454
04/21,14,お嬢,3,エミリー,967
04/21,14,お嬢,4,静香,838
04/21,14,お嬢,5,星梨花,473
04/21,14,お嬢,6,昴,396
04/21,14,お嬢,7,琴葉,344
04/21,14,お嬢,8,まつり,257
04/21,14,お嬢,9,紗代子,163
04/21,14,お嬢,10,朋花,153
04/21,15,お嬢,1,桃子,2162
04/21,15,お嬢,2,千鶴,1463
04/21,15,お嬢,3,エミリー,976
04/21,15,お嬢,4,静香,842
04/21,15,お嬢,5,星梨花,479
04/21,15,お嬢,6,昴,407
04/21,15,お嬢,7,琴葉,344
04/21,15,お嬢,8,まつり,258
04/21,15,お嬢,9,紗代子,163
04/21,15,お嬢,10,朋花,153
04/21,16,お嬢,1,桃子,2178
04/21,16,お嬢,2,千鶴,1482
04/21,16,お嬢,3,エミリー,985
04/21,16,お嬢,4,静香,844
04/21,16,お嬢,5,星梨花,485
04/21,16,お嬢,6,昴,409
04/21,16,お嬢,7,琴葉,346
04/21,16,お嬢,8,まつり,258
04/21,16,お嬢,9,紗代子,163
04/21,16,お嬢,10,朋花,153
04/21,17,お嬢,1,桃子,2195
04/21,17,お嬢,2,千鶴,1488
04/21,17,お嬢,3,エミリー,1003
04/21,17,お嬢,4,静香,844
04/21,17,お嬢,5,星梨花,489
04/21,17,お嬢,6,昴,413
04/21,17,お嬢,7,琴葉,347
04/21,17,お嬢,8,まつり,258
04/21,17,お嬢,9,紗代子,163
04/21,17,お嬢,10,朋花,155
04/21,18,お嬢,1,桃子,2212
04/21,18,お嬢,2,千鶴,1489
04/21,18,お嬢,3,エミリー,1006
04/21,18,お嬢,4,静香,844
04/21,18,お嬢,5,星梨花,489
04/21,18,お嬢,6,昴,417
04/21,18,お嬢,7,琴葉,348
04/21,18,お嬢,8,まつり,258
04/21,18,お嬢,9,紗代子,164
04/21,18,お嬢,10,朋花,156
04/21,19,お嬢,1,桃子,2232
04/21,19,お嬢,2,千鶴,1496
04/21,19,お嬢,3,エミリー,1010
04/21,19,お嬢,4,静香,858
04/21,19,お嬢,5,星梨花,489
04/21,19,お嬢,6,昴,428
04/21,19,お嬢,7,琴葉,349
04/21,19,お嬢,8,まつり,260
04/21,19,お嬢,9,紗代子,164
04/21,19,お嬢,10,朋花,157
04/21,20,お嬢,1,桃子,2242
04/21,20,お嬢,2,千鶴,1506
04/21,20,お嬢,3,エミリー,1014
04/21,20,お嬢,4,静香,872
04/21,20,お嬢,5,星梨花,494
04/21,20,お嬢,6,昴,428
04/21,20,お嬢,7,琴葉,351
04/21,20,お嬢,8,まつり,262
04/21,20,お嬢,9,紗代子,164
04/21,20,お嬢,10,朋花,158
04/21,21,お嬢,1,桃子,2257
04/21,21,お嬢,2,千鶴,1528
04/21,21,お嬢,3,エミリー,1020
04/21,21,お嬢,4,静香,886
04/21,21,お嬢,5,星梨花,497
04/21,21,お嬢,6,昴,447
04/21,21,お嬢,7,琴葉,352
04/21,21,お嬢,8,まつり,262
04/21,21,お嬢,9,紗代子,164
04/21,21,お嬢,10,朋花,159
04/21,22,お嬢,1,桃子,2278
04/21,22,お嬢,2,千鶴,1543
04/21,22,お嬢,3,エミリー,1026
04/21,22,お嬢,4,静香,893
04/21,22,お嬢,5,星梨花,500
04/21,22,お嬢,6,昴,451
04/21,22,お嬢,7,琴葉,354
04/21,22,お嬢,8,まつり,262
04/21,22,お嬢,9,紗代子,165
04/21,22,お嬢,10,朋花,159
04/21,23,お嬢,1,桃子,2297
04/21,23,お嬢,2,千鶴,1565
04/21,23,お嬢,3,エミリー,1045
04/21,23,お嬢,4,静香,908
04/21,23,お嬢,5,星梨花,501
04/21,23,お嬢,6,昴,456
04/21,23,お嬢,7,琴葉,356
04/21,23,お嬢,8,まつり,263
04/21,23,お嬢,9,紗代子,166
04/21,23,お嬢,10,志保,160
04/22,0,お嬢,1,桃子,2326
04/22,0,お嬢,2,千鶴,1576
04/22,0,お嬢,3,エミリー,1056
04/22,0,お嬢,4,静香,936
04/22,0,お嬢,5,星梨花,504
04/22,0,お嬢,6,昴,473
04/22,0,お嬢,7,琴葉,357
04/22,0,お嬢,8,まつり,266
04/22,0,お嬢,9,紗代子,166
04/22,0,お嬢,10,志保,160
