日付,時間,役,順位,名前,得票数
04/20,2,幼なじみ,7,静香,60
04/20,2,幼なじみ,8,昴,53
04/20,2,幼なじみ,9,紗代子,49
04/20,2,幼なじみ,10,奈緒,49
04/20,3,幼なじみ,1,恵美,1306
04/20,3,幼なじみ,2,美奈子,1117
04/20,3,幼なじみ,3,琴葉,145
04/20,3,幼なじみ,4,海美,111
04/20,3,幼なじみ,5,翼,109
04/20,3,幼なじみ,6,エレナ,63
04/20,3,幼なじみ,7,静香,61
04/20,3,幼なじみ,8,昴,53
04/20,3,幼なじみ,9,紗代子,49
04/20,3,幼なじみ,10,奈緒,49
04/20,4,幼なじみ,1,恵美,1329
04/20,4,幼なじみ,2,美奈子,1126
04/20,4,幼なじみ,3,琴葉,147
04/20,4,幼なじみ,4,翼,113
04/20,4,幼なじみ,5,海美,111
04/20,4,幼なじみ,6,エレナ,63
04/20,4,幼なじみ,7,静香,61
04/20,4,幼なじみ,8,昴,53
04/20,4,幼なじみ,9,紗代子,49
04/20,4,幼なじみ,10,奈緒,49
04/20,5,幼なじみ,1,恵美,1336
04/20,5,幼なじみ,2,美奈子,1127
04/20,5,幼なじみ,3,琴葉,149
04/20,5,幼なじみ,4,翼,114
04/20,5,幼なじみ,5,海美,111
04/20,5,幼なじみ,6,エレナ,63
04/20,5,幼なじみ,7,静香,61
04/20,5,幼なじみ,8,昴,53
04/20,5,幼なじみ,9,奈緒,50
04/20,5,幼なじみ,10,紗代子,49
04/20,6,幼なじみ,1,恵美,1349
04/20,6,幼なじみ,2,美奈子,1138
04/20,6,幼なじみ,3,琴葉,149
04/20,6,幼なじみ,4,翼,114
04/20,6,幼なじみ,5,海美,111
04/20,6,幼なじみ,6,エレナ,64
04/20,6,幼なじみ,7,静香,61
04/20,6,幼なじみ,8,昴,53
04/20,6,幼なじみ,9,奈緒,50
04/20,6,幼なじみ,10,紗代子,49
04/20,7,幼なじみ,1,恵美,1381
04/20,7,幼なじみ,2,美奈子,1154
04/20,7,幼なじみ,3,琴葉,150
04/20,7,幼なじみ,4,翼,117
04/20,7,幼なじみ,5,海美,111
04/20,7,幼なじみ,6,エレナ,64
04/20,7,幼なじみ,7,静香,64
04/20,7,幼なじみ,8,昴,53
04/20,7,幼なじみ,9,志保,51
04/20,7,幼なじみ,10,奈緒,50
04/20,8,幼なじみ,1,恵美,1432
04/20,8,幼なじみ,2,美奈子,1192
04/20,8,幼なじみ,3,琴葉,154
04/20,8,幼なじみ,4,翼,121
04/20,8,幼なじみ,5,海美,112
04/20,8,幼なじみ,6,静香,69
04/20,8,幼なじみ,7,エレナ,64
04/20,8,幼なじみ,8,昴,53
04/20,8,幼なじみ,9,志保,52
04/20,8,幼なじみ,10,奈緒,52
04/20,9,幼なじみ,1,恵美,1473
04/20,9,幼なじみ,2,美奈子,1227
04/20,9,幼なじみ,3,琴葉,154
04/20,9,幼なじみ,4,翼,121
04/20,9,幼なじみ,5,海美,112
04/20,9,幼なじみ,6,静香,72
04/20,9,幼なじみ,7,エレナ,64
04/20,9,幼なじみ,8,昴,53
04/20,9,幼なじみ,9,奈緒,53
04/20,9,幼なじみ,10,志保,52
04/20,10,幼なじみ,1,恵美,1490
04/20,10,幼なじみ,2,美奈子,1255
04/20,10,幼なじみ,3,琴葉,155
04/20,10,幼なじみ,4,翼,122
04/20,10,幼なじみ,5,海美,112
04/20,10,幼なじみ,6,静香,72
04/20,10,幼なじみ,7,エレナ,65
04/20,10,幼なじみ,8,昴,54
04/20,10,幼なじみ,9,奈緒,53
04/20,10,幼なじみ,10,志保,52
04/20,11,幼なじみ,1,恵美,1529
04/20,11,幼なじみ,2,美奈子,1287
04/20,11,幼なじみ,3,琴葉,155
04/20,11,幼なじみ,4,翼,122
04/20,11,幼なじみ,5,海美,112
04/20,11,幼なじみ,6,静香,73
04/20,11,幼なじみ,7,エレナ,65
04/20,11,幼なじみ,8,昴,54
04/20,11,幼なじみ,9,奈緒,53
04/20,11,幼なじみ,10,志保,52
04/20,12,幼なじみ,1,恵美,1556
04/20,12,幼なじみ,2,美奈子,1304
04/20,12,幼なじみ,3,琴葉,155
04/20,12,幼なじみ,4,翼,122
04/20,12,幼なじみ,5,海美,112
04/20,12,幼なじみ,6,静香,73
04/20,12,幼なじみ,7,エレナ,66
04/20,12,幼なじみ,8,昴,54
04/20,12,幼なじみ,9,奈緒,53
04/20,12,幼なじみ,10,志保,53
04/20,13,幼なじみ,1,恵美,1580
04/20,13,幼なじみ,2,美奈子,1323
04/20,13,幼なじみ,3,琴葉,156
04/20,13,幼なじみ,4,翼,122
04/20,13,幼なじみ,5,海美,114
04/20,13,幼なじみ,6,静香,73
04/20,13,幼なじみ,7,エレナ,66
04/20,13,幼なじみ,8,昴,55
04/20,13,幼なじみ,9,奈緒,53
04/20,13,幼なじみ,10,志保,53
04/20,14,幼なじみ,1,恵美,1600
04/20,14,幼なじみ,2,美奈子,1337
04/20,14,幼なじみ,3,琴葉,158
04/20,14,幼なじみ,4,翼,122
04/20,14,幼なじみ,5,海美,114
04/20,14,幼なじみ,6,静香,73
04/20,14,幼なじみ,7,エレナ,66
04/20,14,幼なじみ,8,昴,55
04/20,14,幼なじみ,9,奈緒,53
04/20,14,幼なじみ,10,志保,53
04/20,15,幼なじみ,1,恵美,1622
04/20,15,幼なじみ,2,美奈子,1351
04/20,15,幼なじみ,3,琴葉,158
04/20,15,幼なじみ,4,翼,123
04/20,15,幼なじみ,5,海美,114
04/20,15,幼なじみ,6,静香,73
04/20,15,幼なじみ,7,エレナ,66
04/20,15,幼なじみ,8,昴,56
04/20,15,幼なじみ,9,奈緒,53
04/20,15,幼なじみ,10,志保,53
04/20,16,幼なじみ,1,恵美,1636
04/20,16,幼なじみ,2,美奈子,1367
04/20,16,幼なじみ,3,琴葉,158
04/20,16,幼なじみ,4,翼,123
04/20,16,幼なじみ,5,海美,115
04/20,16,幼なじみ,6,静香,73
04/20,16,幼なじみ,7,エレナ,66
04/20,16,幼なじみ,8,昴,56
04/20,16,幼なじみ,9,奈緒,53
04/20,16,幼なじみ,10,志保,53
04/20,17,幼なじみ,1,恵美,1658
04/20,17,幼なじみ,2,美奈子,1378
04/20,17,幼なじみ,3,琴葉,158
04/20,17,幼なじみ,4,翼,125
04/20,17,幼なじみ,5,海美,115
04/20,17,幼なじみ,6,静香,74
04/20,17,幼なじみ,7,エレナ,66
04/20,17,幼なじみ,8,昴,56
04/20,17,幼なじみ,9,奈緒,53
04/20,17,幼なじみ,10,志保,53
04/20,18,幼なじみ,1,恵美,1668
04/20,18,幼なじみ,2,美奈子,1397
04/20,18,幼なじみ,3,琴葉,158
04/20,18,幼なじみ,4,翼,126
04/20,18,幼なじみ,5,海美,122
04/20,18,幼なじみ,6,静香,74
04/20,18,幼なじみ,7,エレナ,66
04/20,18,幼なじみ,8,昴,56
04/20,18,幼なじみ,9,未来,55
04/20,18,幼なじみ,10,奈緒,53
04/20,19,幼なじみ,1,恵美,1677
04/20,19,幼なじみ,2,美奈子,1413
04/20,19,幼なじみ,3,琴葉,159
04/20,19,幼なじみ,4,翼,127
04/20,19,幼なじみ,5,海美,123
04/20,19,幼なじみ,6,静香,74
04/20,19,幼なじみ,7,エレナ,66
04/20,19,幼なじみ,8,未来,65
04/20,19,幼なじみ,9,昴,56
04/20,19,幼なじみ,10,奈緒,54
04/20,20,幼なじみ,1,恵美,1708
04/20,20,幼なじみ,2,美奈子,1434
04/20,20,幼なじみ,3,琴葉,162
04/20,20,幼なじみ,4,翼,127
04/20,20,幼なじみ,5,海美,123
04/20,20,幼なじみ,6,静香,75
04/20,20,幼なじみ,7,エレナ,66
04/20,20,幼なじみ,8,未来,65
04/20,20,幼なじみ,9,昴,56
04/20,20,幼なじみ,10,奈緒,54
04/20,21,幼なじみ,1,恵美,1730
04/20,21,幼なじみ,2,美奈子,1449
04/20,21,幼なじみ,3,琴葉,166
04/20,21,幼なじみ,4,翼,127
04/20,21,幼なじみ,5,海美,123
04/20,21,幼なじみ,6,静香,76
04/20,21,幼なじみ,7,エレナ,67
04/20,21,幼なじみ,8,未来,65
04/20,21,幼なじみ,9,昴,56
04/20,21,幼なじみ,10,杏奈,56
04/20,22,幼なじみ,1,恵美,1763
04/20,22,幼なじみ,2,美奈子,1479
04/20,22,幼なじみ,3,琴葉,166
04/20,22,幼なじみ,4,翼,128
04/20,22,幼なじみ,5,海美,127
04/20,22,幼なじみ,6,静香,77
04/20,22,幼なじみ,7,エレナ,68
04/20,22,幼なじみ,8,未来,66
04/20,22,幼なじみ,9,奈緒,61
04/20,22,幼なじみ,10,昴,56
04/20,23,幼なじみ,1,恵美,1791
04/20,23,幼なじみ,2,美奈子,1490
04/20,23,幼なじみ,3,琴葉,171
04/20,23,幼なじみ,4,翼,134
04/20,23,幼なじみ,5,海美,128
04/20,23,幼なじみ,6,静香,81
04/20,23,幼なじみ,7,エレナ,69
04/20,23,幼なじみ,8,未来,68
04/20,23,幼なじみ,9,奈緒,62
04/20,23,幼なじみ,10,志保,57
04/21,0,幼なじみ,1,恵美,1830
04/21,0,幼なじみ,2,美奈子,1496
04/21,0,幼なじみ,3,琴葉,174
04/21,0,幼なじみ,4,翼,138
04/21,0,幼なじみ,5,海美,129
04/21,0,幼なじみ,6,静香,83
04/21,0,幼なじみ,7,エレナ,70
04/21,0,幼なじみ,8,未来,68
04/21,0,幼なじみ,9,奈緒,62
04/21,0,幼なじみ,10,志保,57
04/21,1,幼なじみ,1,恵美,1973
04/21,1,幼なじみ,2,美奈子,1655
04/21,1,幼なじみ,3,琴葉,178
04/21,1,幼なじみ,4,翼,143
04/21,1,幼なじみ,5,海美,130
04/21,1,幼なじみ,6,静香,92
04/21,1,幼なじみ,7,未来,71
04/21,1,幼なじみ,8,エレナ,70
04/21,1,幼なじみ,9,奈緒,62
04/21,1,幼なじみ,10,志保,61
04/21,2,幼なじみ,1,恵美,2024
04/21,2,幼なじみ,2,美奈子,1702
04/21,2,幼なじみ,3,琴葉,179
04/21,2,幼なじみ,4,翼,144
04/21,2,幼なじみ,5,海美,130
04/21,2,幼なじみ,6,静香,95
04/21,2,幼なじみ,7,未来,72
04/21,2,幼なじみ,8,エレナ,70
04/21,2,幼なじみ,9,奈緒,64
04/21,2,幼なじみ,10,志保,62
04/21,3,幼なじみ,1,恵美,2078
04/21,3,幼なじみ,2,美奈子,1730
04/21,3,幼なじみ,3,琴葉,183
04/21,3,幼なじみ,4,翼,146
04/21,3,幼なじみ,5,海美,130
04/21,3,幼なじみ,6,静香,96
04/21,3,幼なじみ,7,未来,74
04/21,3,幼なじみ,8,エレナ,70
04/21,3,幼なじみ,9,奈緒,64
04/21,3,幼なじみ,10,志保,63
04/21,4,幼なじみ,1,恵美,2086
04/21,4,幼なじみ,2,美奈子,1738
04/21,4,幼なじみ,3,琴葉,184
