日付,時間,役,順位,名前,得票数
04/21,15,村人A,3,ひなた,90
04/21,15,村人A,4,美奈子,60
04/21,15,村人A,5,亜利沙,47
04/21,15,村人A,6,千鶴,45
04/21,15,村人A,7,可奈,41
04/21,15,村人A,8,未来,40
04/21,15,村人A,9,瑞希,34
04/21,15,村人A,10,志保,24
04/21,16,村人A,1,ロコ,1943
04/21,16,村人A,2,茜,118
04/21,16,村人A,3,ひなた,90
04/21,16,村人A,4,美奈子,60
04/21,16,村人A,5,亜利沙,47
04/21,16,村人A,6,千鶴,46
04/21,16,村人A,7,可奈,41
04/21,16,村人A,8,未来,40
04/21,16,村人A,9,瑞希,34
04/21,16,村人A,10,志保,24
04/21,17,村人A,1,ロコ,1952
04/21,17,村人A,2,茜,118
04/21,17,村人A,3,ひなた,91
04/21,17,村人A,4,美奈子,60
04/21,17,村人A,5,亜利沙,47
04/21,17,村人A,6,千鶴,46
04/21,17,村人A,7,可奈,42
04/21,17,村人A,8,未来,40
04/21,17,村人A,9,瑞希,34
04/21,17,村人A,10,志保,24
04/21,18,村人A,1,ロコ,1969
04/21,18,村人A,2,茜,118
04/21,18,村人A,3,ひなた,91
04/21,18,村人A,4,美奈子,60
04/21,18,村人A,5,亜利沙,47
04/21,18,村人A,6,千鶴,46
04/21,18,村人A,7,可奈,42
04/21,18,村人A,8,未来,40
04/21,18,村人A,9,瑞希,34
04/21,18,村人A,10,志保,24
04/21,19,村人A,1,ロコ,1977
04/21,19,村人A,2,茜,118
04/21,19,村人A,3,ひなた,91
04/21,19,村人A,4,美奈子,60
04/21,19,村人A,5,亜利沙,47
04/21,19,村人A,6,千鶴,46
04/21,19,村人A,7,可奈,42
04/21,19,村人A,8,未来,40
04/21,19,村人A,9,瑞希,34
04/21,19,村人A,10,志保,24
04/21,20,村人A,1,ロコ,1999
04/21,20,村人A,2,茜,120
04/21,20,村人A,3,ひなた,91
04/21,20,村人A,4,美奈子,60
04/21,20,村人A,5,亜利沙,47
04/21,20,村人A,6,千鶴,46
04/21,20,村人A,7,可奈,43
04/21,20,村人A,8,未来,40
04/21,20,村人A,9,瑞希,34
04/21,20,村人A,10,志保,24
04/21,21,村人A,1,ロコ,2015
04/21,21,村人A,2,茜,129
04/21,21,村人A,3,ひなた,93
04/21,21,村人A,4,美奈子,61
04/21,21,村人A,5,亜利沙,47
04/21,21,村人A,6,千鶴,47
04/21,21,村人A,7,可奈,43
04/21,21,村人A,8,未来,41
04/21,21,村人A,9,瑞希,36
04/21,21,村人A,10,志保,24
04/21,22,村人A,1,ロコ,2037
04/21,22,村人A,2,茜,130
04/21,22,村人A,3,ひなた,94
04/21,22,村人A,4,美奈子,61
04/21,22,村人A,5,千鶴,49
04/21,22,村人A,6,亜利沙,47
04/21,22,村人A,7,可奈,44
04/21,22,村人A,8,未来,42
04/21,22,村人A,9,瑞希,36
04/21,22,村人A,10,志保,24
04/21,23,村人A,1,ロコ,2065
04/21,23,村人A,2,茜,130
04/21,23,村人A,3,ひなた,94
04/21,23,村人A,4,美奈子,61
04/21,23,村人A,5,千鶴,49
04/21,23,村人A,6,亜利沙,47
04/21,23,村人A,7,可奈,44
04/21,23,村人A,8,未来,43
04/21,23,村人A,9,瑞希,36
04/21,23,村人A,10,志保,24
04/22,0,村人A,1,ロコ,2079
04/22,0,村人A,2,茜,132
04/22,0,村人A,3,ひなた,95
04/22,0,村人A,4,美奈子,61
04/22,0,村人A,5,千鶴,49
04/22,0,村人A,6,未来,48
04/22,0,村人A,7,亜利沙,47
04/22,0,村人A,8,可奈,44
04/22,0,村人A,9,瑞希,36
04/22,0,村人A,10,志保,24
04/22,1,村人A,1,ロコ,2244
04/22,1,村人A,2,茜,137
04/22,1,村人A,3,ひなた,100
04/22,1,村人A,4,美奈子,62
04/22,1,村人A,5,未来,50
04/22,1,村人A,6,千鶴,49
04/22,1,村人A,7,亜利沙,47
04/22,1,村人A,8,可奈,45
04/22,1,村人A,9,瑞希,36
04/22,1,村人A,10,志保,30
04/22,2,村人A,1,ロコ,2286
04/22,2,村人A,2,茜,137
04/22,2,村人A,3,ひなた,100
04/22,2,村人A,4,美奈子,62
04/22,2,村人A,5,未来,50
04/22,2,村人A,6,千鶴,49
04/22,2,村人A,7,亜利沙,47
04/22,2,村人A,8,可奈,46
04/22,2,村人A,9,瑞希,36
04/22,2,村人A,10,志保,31
04/22,3,村人A,1,ロコ,2320
04/22,3,村人A,2,茜,138
04/22,3,村人A,3,ひなた,100
04/22,3,村人A,4,美奈子,64
04/22,3,村人A,5,未来,50
04/22,3,村人A,6,千鶴,50
04/22,3,村人A,7,亜利沙,48
04/22,3,村人A,8,可奈,46
04/22,3,村人A,9,瑞希,36
04/22,3,村人A,10,志保,31
04/22,4,村人A,1,ロコ,2329
04/22,4,村人A,2,茜,138
04/22,4,村人A,3,ひなた,100
04/22,4,村人A,4,美奈子,64
04/22,4,村人A,5,千鶴,51
04/22,4,村人A,6,未来,50
04/22,4,村人A,7,可奈,50
04/22,4,村人A,8,亜利沙,49
04/22,4,村人A,9,瑞希,36
04/22,4,村人A,10,志保,31
04/22,5,村人A,1,ロコ,2331
